X,Y,Z
"The level of E. coli on the beach of northern Cyprus is five times higher!","On Tuesday August 13 the TRNC Ministry of Health released the results of water tests on Ayfilon beach near Rizokarpaso - the level of E. coli is off the charts.More than 2400 colony-forming units have been found in 100 milliliters of seawater although their exact number has not been established. 290 intestinal enterococci per 100 ml of water were also recorded. Both of these indicators significantly exceed the maximum permissible levels set by both the Northern Cypriot authorities and the European Union.According to regulations a content of no more than 500 colony-forming units of Escherichia coli and 185 intestinal enterococci per 100 ml of water is considered safe.According to the US Environmental Protection Agency (EPA) even minimal exposure to these bacteria can cause serious illness. The level of E. coli on Ayfilon beach is almost five times higher than the permissible norm and the level of enterococci is 24 times higher than the minimum level at which the disease can occur.Environmentalists express serious doubts about the veracity of official data. Biologist Hasan Sarpten said the results of the analysis ""do not reflect reality."" He was supported by the Secretary General of the Turkish Cypriot Medical Association Dr. Ceyhun Dalkan who called for more detailed and regular reports on the state of sea water to be published.Controversy also arose last month over seawater testing with Green Action Group chairman Feriha Tel criticizing the lack of specific figures in the reports raising doubts about their reliability.",4
"Circus performers acrobats and magicians will perform on the streets of Paphos","In Paphos at the end of August there will be a festival of street shows and performances with the participation of actors circus performers and acrobats. No tickets are needed - the event will operate on a hat basis.Every evening from August 26 to September 1 from 19:00 to 23:00 performances will take place on the embankment in the city center. On the first day of the festival next Monday the parade of artists will begin at 18:00.The festival does not require tickets but an ancient European tradition applies - the principle of a hat into which the public throws coins. That is the audience themselves rewards the street performers. Often artists invite the public to participate in their performances.Among the invited foreign participants are acrobats clowns jugglers musicians stunt performers masters of fire soap bubbles and others.You can track when and where the desired performance will take place using the program here.Student volunteers will also work at the festival. They will help with providing information to the audience arranging props and working with the public. You can become a volunteer by writing to the organizers on the festival website.Other eventsIn August open-air film and cartoon screenings are held in Ayia Napa and Larnaca. Here they told you which films you can watch on which nights how much a ticket costs and how to purchase them.Read 0",4
"Cypriot volunteers went to help Greece","Fires are raging in the suburbs of Athens. The Bank of Cyprus' volunteer organization SupportCY sent a team of five volunteer firefighters to help put out the fires on Sunday.Team members carried personal protective equipment firefighting equipment medicines and medical equipment to donate to residents of the affected areas.The volunteers headed to the town of Nea Makri west of Athens. They work at the relief center and collaborate with local firefighters and The Smile of the Child. Volunteers were given territory under their responsibility in the forests on the outskirts of the city.A photograph of volunteers giving a turtle found in the forest a drink of water from a bottle has gone viral on the Internet. Photo from SupportCY Facebook page:Meanwhile fires continue to spread in forests and villages northwest of Athens but the situation is now considered stable and the fire is expected to end soon. The fire had destroyed 8500 hectares of land as of Tuesday according to the European agency Copernicus.Below you can see Copernicus satellite footage showing the scale of the disaster.Image: CopernicusThe text was prepared based on materials from “Sigma” Read alsoThis summer for the first time the Republic of Cyprus has 11 firefighting aircraft in full readiness and with trained crews. More details at the link.Read 0",4
"August 15 – Assumption of the Blessed Virgin Mary","The Dormition of the Blessed Virgin Mary is one of the most important and most revered holidays in the Orthodox tradition. And in Cyprus and Greece it is also a public holiday.According to the new style the holiday falls on August 15 hence its Greek name “Decapendaugustos”. The holiday is preceded by a period of strict fasting. The Assumption Fast is the shortest in the Orthodox Church it lasts two weeks (from August 1 to August 14).The history of the Feast of the Assumption is rooted in early Christian traditions. The Mother of God Mary having lived a long and pious life died in Jerusalem surrounded by the apostles. Shortly before her death the apostles who were then preaching in different parts of the world were miraculously transported to Jerusalem to say goodbye to the mother of Jesus. Only the Apostle Thomas did not make it to the last meeting.Three days after the death of Mary he also wished to say goodbye to the Mother of God. But when her coffin was opened it turned out that Mary's body had disappeared. That is the Mother of God was ascended into heaven in her body where Jesus crowned her as the Queen of Heaven.The Feast of the Assumption has a deep spiritual meaning. First of all this is the hope of resurrection. The Dormition of Mary and her subsequent ascension to heaven symbolize the transition from earthly life to heavenly life. It reminds believers that death is not considered the end of life but only a transition to eternity with God. Mary's ascension to heaven without bodily decay reminds us that the history of our world will end with the second coming of Jesus Christ and the general resurrection of people in transformed bodies. The first person who received a new transformed body not subject to the laws of the material world was Mary.The Dormition of the Blessed Virgin Mary is not so much a historical event as an important spiritual landmark that reminds believers of eternity and the ultimate goal of Christian life. It teaches humility hope and faith in divine providence strengthening the connection between the earthly and the heavenly.Read alsoCyprus has more holidays and weekends than the rest of the European Union. Of the 15 holidays nine are religious celebrations. Cypriots as a whole are the most religious nation in the EU. Read more here.Read 0",4
"VK recipes: lahmaju","Lahmajun (or lahmaju) is a flatbread layered with a mixture of minced meat tomato sauce and vegetables. The dish is popular throughout the Middle East. Depending on the context it is called Lebanese Turkish or Armenian pizza.Greek Cypriots unanimously consider lahmajun to be an Armenian dish and often call it in their own manner - “lahmaju”. This dish is easy to make and can be made meat-based or vegan.You will need:For the test:– 1 kg of country flour – 3 tsp. dry yeast – 1 tsp. salt – 4 tbsp. l. olive oil – 2¾ cups waterFor topping:– 600 gr. tomatoes – 1 cup chopped parsley – 1 red bell pepper – 1 green bell pepper – 2 cloves garlic – 2 large onions – 2 tbsp. l. tomato paste - 1 tbsp. l. paprika – 2 tsp. smoked paprika – 1 tsp. black pepper – ⅛ tsp. cayenne pepper - 2 tsp. saltFor the meat version take:– 250 gr. ground beefFor a vegan version replace the mince with the following ingredients:– 1 can of red beans – 150 gr. Portobello mushrooms – 1 tsp. cuminPreparation– Knead the dough ingredients into a stiff dough. – Roll the dough into balls of approximately 50 grams. Using a rolling pin roll each ball into a small cake. – Finely chop all the topping ingredients and mix them together. You can leave it for half an hour to help them set better. – Turn the baking sheet upside down and place the cakes on it. Place the topping on top and smooth it out with a spoon or your hands. – Bake for 8-9 minutes at 250 degrees with a fan.The text was prepared based on materials from “Chryses Syndages”More recipesCypriot cuisine is healthy varied and famous for its delicious dishes. For the convenience of readers of Vestnik Cyprus we have collected all the main recipes in one article.Read 1",4
"Getting around Limassol will become safer and more convenient","The Department of Public Works has announced the launch of a project to develop sustainable urban planning in Limassol. The roads will be equipped with bus lanes bike paths and parking lots with transfers.The project is divided into two areas: the city's coastline and the area south of the Troodos roundabout. The work will include resurfacing the roadway creating bus lanes and improving bus stop infrastructure.There will also be two park and ride parks for transfers to public transport following the example of Nicosia. One parking lot will be located in Agios Tychonas the second - at the Polemidia roundabout.Special bus lanes will stretch from the park and ride parking lot in Agios Tychonas to the castle in the city center and from the park and ride in Polemidia to the mountains and into the city along Nikou and Despinas Pattihi streets to the intersection with Makariou street.In addition during the work in the city bicycle paths will be created parking spaces along the roads the sidewalk will be redone light-controlled pedestrian crossings will be created new traffic lights will be installed road markings will be updated and other related road work will be carried out.The tender for the project has already been announced applications must be submitted until September 20. The results will be known in the fall.Work on the two sites is estimated at 8 and 2.35 million euros respectively. The project is financed by the Recovery and Resilience Fund and the Thalia Foundation 2021-2027. The amount of allocated funds is 15 million euros.The text was prepared based on materials from “Philelefteros” MeanwhileThe EMEL company which is responsible for passenger transportation in Limassol intends to file a complaint with the police against the actions of the municipality. Previously the authorities demolished the building being built by the company as they considered it illegal. More details here.Read 9",4
"Nicosia will have 24/7 infrastructure","The Municipality of Nicosia has joined a European project to develop city amenities at night. Cities After Dark is implemented as part of the European URBACT program for sustainable urban development.A meeting between city officials and the local project team identified necessary steps that could improve the infrastructure and services offered during the evening and night hours (6:00 pm to 6:00 am).From October 2 to 4 experts from the European project and representatives of other participating cities will visit the capital to discuss development strategies and existing experience.Also currently participating in the Cities After Dark project are Braga (Portugal) Paris (France) Tallinn (Estonia) Varna (Bulgaria) Genoa (Italy) Malaga (Spain) Piraeus (Greece) Zadar (Croatia) Budva (Montenegro). The initiator and leader of the project is Braga.The goal of the reforms is to create a city infrastructure that will function 24 hours a day. This includes accessible transportation emergency services hotels food and entertainment establishments and security. Many of these factors are not focused on late time now.The night-time economy is important for tourists arriving and departing at different times and for people working late or early in the morning.In addition city authorities will have to balance the city's nightlife so that the quality of life of the local population does not suffer. Thus light and noise pollution must be taken into account.Text prepared based on CBN materials Read alsoLarnaca authorities have begun to restore order on the beaches. We are talking about both combating theft and fighting waste. Here we tell you what measures were taken.Read 0",4
"Cyprus's electrical system is strained to the limit","On the evening of Wednesday August 15 rolling blackouts occurred on the island. They were caused by problems at power plants which often occur during the summer season.The transmission system operator reported that at 18:03 a technical fault occurred in one 54-megawatt production unit at the Vasiliko power plant. As a result the station could not fully meet the demand for electricity which caused power outages in different areas of Cyprus.The Cyprus News Agency also reported that at 17:29 problems also occurred in one production unit of the power plant in Dhekelii. However power outages were avoided.After two production units were disabled wind farms saved the day. Evening hours are especially effective for generating electricity from wind energy.However the press representative of the Electricity Transmission System Operator Hara Kushappa emphasized that the electricity supply system is at its maximum capacity. Consumers are therefore urged to use electricity sparingly in the evening especially between 6:00 pm and 10:00 pm which is considered the peak hour for demand.Meanwhile in the territory of the TRNC electric companies in principle cannot cope with the demand for electricity. Kib-Tek and AKSA do not produce enough electricity and rolling blackouts regularly occur in the summer. From June 2023 to June 2024 demand increased by 45%.Electricity company Kib-Tek buys from 10 to 30 megawatts of electricity from the Cyprus Electricity Authority every day at a price of 15 Turkish lira per 1 kilowatt. Producing its own electricity costs the company 9-10 liras per 1 kilowatt and therefore the price for purchasing electricity from the Republic of Cyprus is too high and entails an increase in the Kib-Tek tariff.The text was prepared based on materials from “Sigma” and “Philelephtheros”MeanwhileThe Cyprus Electricity Authority is launching a major project. It involves the construction of electricity storage systems which will help out in case of unstable operation of alternative sources. More details here.Read 0",4
"Three Cypriots will take part in the Paralympic Games","Three Cypriot athletes will go to Paris for the Paralympic Games. Titled swimmer Carolina Pelendritu weightlifter Maria Markou and track and field athlete Viktoras Pentaras (long jump) will depart from the island.Soon on August 28 the opening ceremony of the Paralympic Games will take place in Paris. This will not be a performance at the stadium but a parade through the very center of the city: from the Champs Elysees to the Place de la Concorde. Organizers want to highlight the achievements of the Paralympic athletes in the opening program by showing the procession to the entire city.Carolina Pelendritu already has extensive experience in the Paralympic Games. She competed in five of them and won six medals: one gold in Athens in 2004 one gold and one bronze in Beijing in 2008 one silver in London in 2012 one gold and one bronze in Tokyo in 2021.At her sixth Paralympic Games Caroline will compete in the S11 category - 50m freestyle for which she took bronze in Tokyo and in the SB11 category - 100m breaststroke which brought the swimmer gold in Tokyo.Weightlifter Maria Markou will compete at the Paralympic Games for the second time in her career while track and field athlete Viktoras Pentaras will make her debut.In addition to Caroline Pelendritou's victories Cyprus has won two more medals at the Paralympic Games throughout its history of participation. Short-distance runner Andonis Aresti took silver twice in Beijing in 2008.The text was prepared based on materials from Cyprus MailOn topicThe history of Cyprus' participation in the Olympic Games goes back more than 2000 years. Read interesting facts in our review.Read 0",4
"Firefighters have found a successful tactic","There were no major destructive fires on the island this summer. The forest department said it has found an approach to quickly bring the blaze under control.The head of the Forestry Department Savvas Ezekiel told the Cyprus News Agency that the services were successfully dealing with fires this summer. He cited the mobilization of a larger team even for small fires as well as increasing citizen awareness as key factors.Now Forest Department officials are always on standby to immediately extinguish any fire. Even if a message is received that smoke is visible somewhere all available fire and forest service personnel in the area are sent to the scene.Next planes and helicopters are brought into a state of readiness so that they can take off immediately upon receiving the appropriate command. Firefighters and forestry crews arriving at the site of a fire bring water tankers and earth-moving machines with them.The “more is better than less” approach and improved preparedness levels helped control the fire at a very early stage of its spread.Better citizen awareness also helped control the fires. People now either quickly notice fires themselves and eliminate them or immediately call the fire department for help.Savvas Ezekiel shared that this summer in the Polis Chrysochous area car drivers noticed a fire starting near the road. As a consequence 20 cars stopped the drivers collected all the water they had with them and put out the fire before it spread. The cause of the fire was either a cigarette butt or particulate matter from the exhaust.If anyone notices a fire they should call the Forestry Department (1407) or emergency services (112). Don’t delay calling specialized services.The text was prepared based on materials from Cyprus MailRead alsoThe Bank of Cyprus' volunteer organization SupportCY dispatched a team of five volunteer firefighters on August 11 to help put out fires in the suburbs of Athens Greece. Read the link.Read 0",4
"Cypriot cities have high purchasing power","In the ranking which assessed various life parameters Paphos took first place among the cities of Cyprus. Next comes Nicosia then Limassol with Larnaca in last place. Limassol and Larnaca have average scores according to the Numbeo platform.Paphos was scored as follows:– purchasing power 88.24– safety 67.44– health 68.72– climate 96.66– cost of living 55.45– real estate cost to salary ratio 5.48– speed of movement around the city 19.38– pollution level 36.33 – quality of life 183.68Nicosia parameters:– purchasing power 72.37– safety 69.25– health 56.08– climate 86.01– cost of living 53.80– real estate cost to salary ratio 6.44– speed of movement around the city 24.35– pollution level 58.72 – quality of life 151.3Information for Limassol:– purchasing power 66.77– safety 63.68– health 51.26– climate 95.74– cost of living 57.99– real estate cost to salary ratio 11.21– speed of movement around the city 20.57– pollution level 59.46 – quality of life 143.14And Larnaca results:– purchasing power 57.35– safety 71.49– health 58.82– climate 94.95– cost of living 58.73– real estate cost to salary ratio 8.89– speed of movement around the city 50– pollution level 53.21– quality life 138.63How parameters are calculated can be found on the Numbeo website. Among all countries in the world Cyprus ranked 35th in terms of quality of life (154.8). The top three were Luxembourg (219.3) the Netherlands (207.5) and Denmark (205.6).The text was prepared based on materials from Sigma At the same timeNicosia is the last divided capital in the world. It is also the most hospitable city for students the least green capital of the EU the city with the most pleasant smells and a paradise for coffee lovers... What other ratings feature the main city of Cyprus? Read.Pathos in different ratings turns out to be the noisiest the most comfortable the most uncomfortable for sleeping the most technologically advanced for tourists and the most positive. See all options.Read 21",4
"Worshiping the Gods on the Island: Isis","Cyprus has been a melting pot of civilizations since ancient times mixing different cultures. This is especially noticeable in the example of religious cults. Along with the gods of the Greek pantheon Phoenician deities such as Astarte and Egyptian gods such as Isis Anubis and Serapis were worshiped here.Isis or Isis is the supreme deity of the pantheon of the ancient Egyptians the sister and wife of Osiris and the mother of Horus. Since the pharaohs of Egypt were considered earthly incarnations of the god Horus Isis was revered as their heavenly mother. Also in the Egyptian tradition Osiris was identified with the Nile and Isis with the land irrigated and fertilized by its waters. Another Egyptian tradition identifies Isis with the Moon.The cult of Isis spread throughout the Mediterranean during the Hellenistic era.Initially her veneration was funereal and mournful in nature but later she began to be worshiped as a deity of travel.Photo polignosi.comThis goddess was also worshiped in ancient Cyprus. The cult is confirmed by epigraphic and other archaeological sources and is also mentioned in literary monuments. For example Strabo writes about the city of Soly: “The city of Soly has a harbor a river and a temple of Aphrodite and Isis.” Indeed archaeologists found a statue of Isis in the Sol area (today the outskirts of the city of Lefka) and images of it were found in Nea Paphos and Kourion. Inscriptions mentioning Isis and other Egyptian gods have been found on the Karpasia peninsula and in the city of Arsos in the Mesaoria valley.In Cyprus the goddess Isis was responsible for the peaceful course of family life. The cult of Isis included mysteries that aimed at purifying the soul and immortality.The text was prepared based on materials from “Polygnosi” Other materials about the cult of gods in Cyprus:– Artemis – Apollo – Athena – Adonis – Astarte – Diomedes Read 1",4
"Museums and churches await in Denmark","The village of Lania located 32 km from Limassol attracts visitors with its atmospheric streets and stone houses. The village is surrounded by vineyards and wild vegetation. It only takes half an hour to get here from Limassol.There has been a settlement on the site of the village since ancient times. People began to settle here in 1600 BC. e. After all the village lay on the route from Troodos to the sea along which copper was exported from the island. Ancient vessels and other objects were found in different parts of Lania at different times.Some time ago the streets of the village were decorated with archival photographs from the early twentieth century which depict local residents and their daily activities.The village amazes with the presence of a large number of museums:– “Traditional House”: a museum dedicated to the life of the inhabitants of Lania has an exhibition with tools tools dishes and furniture from the early twentieth century.– “Olive press”: the village had its own olive press where they made olive oil. You can see it in the museum of the same name.– “Winery”: in the premises of the old winery you can see clay vessels for wine and a large press for grapes.– “The Shoemaker’s Workshop”: a well-preserved workshop with the shoemaker’s tools pays tribute to the craftsmen of the village.There are several churches in Lania that are also interesting to explore. For example the Church of the Most Holy Theotokos of Mercy (Panagia Eleusa) built in the mid-17th century. Also of interest are the chapel of St. George (the oldest church in the village) and the chapel of the Blessed Virgin Mary Valana (Panagia Valana) where the icon of the same name is kept. Next to this chapel is a popular picnic area with 10 tables.On the mapAccording to All about Limassol See alsoWe present to your attention a list of 29 villages in which you can find a lot of interesting things.Read 37",4
"Which cafes and restaurants allow dogs?","More and more establishments are opening in Cyprus where owners can relax with their pets. The staff of Fast Forward researched where in each city you can sit with your dog.Based on the results they compiled the following list (you can go to the name of each establishment for details):Nicosia:The WorkshopTipsy SticksYfantourgeio TheWorkplaceBrasserie Au Bon PlaisirGolden TigerGet Fresh Nicosia Center (small dogs only)Texas Smokehouse Food Bar (small dogs only)Plaka Tavern (dogs allowed on the veranda)Box-T (dogs allowed on the veranda)Por Favor Restaurant (small and medium-sized dog size)GiraffeTaverna Stou Thanasi (dogs under 8 kg)Limassol:Pissouri Bay CafeShakespeare GastropubAlley LimassolMixology Bar by PuninDo Grill House by PuninStoa Urban kitchenThe Swan Pub Akrotiri (there is a dog bar on the veranda)Red Cafe Pizza Romana (dogs allowed on the veranda)Blue Lantern Restaurant (dogs allowed on the veranda)ComfyLarnaca:Capodecina pasta barVibes Cafe BarTavernaki 13 (dogs allowed but the owners have a cat) Tamala kitchen bar (only small dogs indoors) Refuel cafeteria / ice creamery / juicery (ice cream for dogs small dogs allowed indoors) Noesis Restaurant &amp; Lounge Bar (dogs are allowed on the veranda)Pathos:Malu BistroAvli tis Nefelis (dogs are allowed on the veranda but there are many cats outside)Meraki Market Café (dogs are allowed on the veranda)Periklis TavernKoutourou Ouzeri (dogs are allowed on the veranda)Elisaveta Restaurant (dogs are allowed on the veranda)Ammochostos:The Loop – Brunch cafe-restaurant Windmills Cocktail BarThe text was prepared based on materials from Fast Forward Read alsoThis year seven Cypriot beaches are designated for swimming for four-legged pets. We share their list and map. We also provide rules that must be followed while staying on dog beaches. Text here.Read 0",4
"We talk about “dinosaur eggs” in Limassol","The Limassol coastal park Molos is popular for its art objects. One of them is the composition “Birth” (Greek: “Gennisi”) which is popularly nicknamed “dinosaur eggs.”The composition became one of the works presented at the II Sculpture Symposium in 2000. Its author is the famous Cypriot artist and sculptor Maria Kyprianou.The composition is a platform with 96 marble eggs of different sizes and in different positions. The egg in this interpretation is a symbol of life and time.Sculptor Maria Kyprianou was born in 1977 in Limassol. Her main occupation is ceramic sculpture. Under the guidance of the Cypriot artist Pambos Mikhlis and the sculptor Panikos Spanos Maria Kyprianou studied painting and sculpture and then professionally engaged in ceramic sculpture.Her work is unique due to the skill with which she handles clay. Mary's main themes are mythology nature archeology and history.Maria Kyprianou has participated in international sculpture symposiums and many group exhibitions. Her works decorate public places in Limassol and Ayia Napa.The text was prepared based on materials from All about Limassol and the sculptor’s website.Read alsoOn May 13 2024 the world's first monument to Michalis Cacoyannis a famous Cypriot theater and film director was unveiled in Limassol. The sculpture is located on the promenade of Agios Tychonas near the Amathus Hotel - a place with one of the most beautiful beaches in Cyprus. Details at the link.Read 0",4
"Residents of Cyprus rarely read books","According to the statistical service Eurostat Cyprus ranks second in the European Union in terms of the percentage of people who read books.Just 33.1 percent of the population on the island is engaged in this type of activity. At the same time 21.3% of the island's residents read less than five books a year and 7.1% read between five and nine books a year.Luxembourg is the leader among EU countries where local residents love to read books - 75.2%. This is followed by Denmark (72.1%) and Estonia (70.7%). Residents of Romania (29.5%) spend the least amount of time reading books. In addition to Cyprus and Romania Italy (35.4%) was also in the top three from the bottom. The EU average is 13.8%. The data also showed that young people and women are more likely to read books in the EU.Source: cyprus-mail.com",4
"Who were the people who named the two crossroads of Nicosia?","The toponymy of Nicosia still preserves the surnames of its two prominent residents - Gabriel Gavriilidis and Kostas Kalisperas. We tell you why these two people remain in the memory of Cypriots.Locals call the intersection of Nikis Griva Digeni Spirou Kyprianou and Themistokli Dervi avenues “Gavriilidis Crossroads”. And the Kalispera intersection is the entrance to the capital that is the intersection of Athalassas and Lemesou avenues.Gabriel Gavriilidis: entrepreneur and double agentThe future outstanding Cypriot entrepreneur was born in the city of Mersin in Asia Minor (southeast of modern Turkey) in 1910. At the age of 11 he and his family fled Mersin from the Kemalist government which persecuted the national minorities of the former empire.The family settled in Smyrna a city with a huge Greek community. However ethnic cleansing soon began there too. This is how the Gavriilidis ended up in Cyprus. My father a pastry chef by profession managed to quickly get on his feet and launch a successful sweets production business. Thanks to this he was able to send his son to study in the UK.Gabriel Gavriilidis studied at the University of Glasgow and lived in the UK for a total of 10 years. After returning to the island from the UK Gavriilidis got a job at the Nicosia Electricity Company. But then he decided to start his own business. His areas of activity were electronics and electricity import of household appliances.Soon after his return to Cyprus Gavriilidis married Lukia Hadjikyryakou. The story of his matchmaking was anecdotal for that time. One afternoon Gabriel Gavriilidis walked past a private house on the veranda of which he saw a young girl with beautiful legs (as Lukia herself told the story of their acquaintance). The determined young man went straight to her father and said that he intended to marry his daughter. He replied that things are not done that way in Cyprus. And if the young man has serious intentions he and his father should come to their house and woo them. The young man in love compromised and soon Lukia became his wife. In their marriage they had four children.As a dowry her father gave her a piece of land in the area of ​​Agia Omologites. On it in 1962 Gavriilidis built the famous building which gave its name to the intersection of Nikis Griva Digeni Spiru Kyprianou and Themistokli Dervi avenues (Gavriilidis intersection on the map).Gavriilidis was well-known among the British elite of Cyprus whose representatives he often invited home and treated to drinks. The British could not even imagine that their counterparts were actually in close contact with the EOKA partisans and were leaking all the information they received over a glass of whiskey. One of his houses even had a safe house for EOKA members. Gavriilidis was also personally acquainted with President Makarios and supplied him with exotic fruits which he grew on his plot near Paphos.After Cyprus gained independence he was appointed head of the Cyprus Electricity Company. Died in 1975.Kostas Kalisperas: football player developer visionaryThe intersection at the entrance to Nicosia (on the map) still bears the name of Kostas Kalisperas one of the first Cypriot property developers. He was born in 1911 in Nicosia and his whole life was connected with Cyprus.It is to him that the residents of the capital owe the name of one of the districts - Dasupoli. In the 1950s Kalisperas acquired a huge plot of land which was then a landfill and wasteland. There you could easily see a griffon vulture eating a dead cow. The visionary Kalisperas called this dull place “forest city” or “forest city” (as Dasupoli is translated from Greek). In order for his vision to correspond at least a little to reality he and his eldest son went to the wasteland every day cleaned it and planted it with acacias which he bought with his personal money from the Athalassa forestry. Tree seedlings often became victims of goats and sheep but Kostas Kalisperas did not give up. He was an entrepreneur first and foremost and he had big plans for this piece of land.When the former wasteland was finally greened up Kalisperas divided it into several plots and began selling them for 70-80 pounds each. To attract customers he agreed with the Ford dealership so that each of his customers would receive a serious discount on a new car.His son Ramon designed a ten-story residential building in the Dasupoli area. It was for this reason that the intersection at the entrance to Nicosia began to be called the “Kalisperas traffic light” (“ta fota tu Kalispera”).Along with the improvement of the urban environment Kalisperas became seriously interested in football playing as a goalkeeper for the Trust football club. In 1931 he was among the founders of the Olympiacos Nicosia football club and in 1948 of the Orpheas and Omonia clubs.Died in 2005.The text was prepared based on materials from Offsite and “Mihani tu hronu”Read alsoSeveral toponyms in Cyprus are dedicated to the memory of Yuri Gagarin. Two streets in Limassol are named after him: the first is in the city center the second in the Agios Athanasios area. There is also Gagarin Street in Ayia Napa. You can read more about the attitude towards the first cosmonaut on the island here.Read 0",4
"Capers or thorn delicacy: how to cook","You've probably seen capers growing by the roadside. In Mediterranean countries this inconspicuous weed can be found everywhere. But how are they useful and how are they eaten?The plant looks like twigs crawling along the ground covered with thorns. Sometimes capers attract attention with unusual flowers: pink tassels spread among white petals. The plant is unpretentious and perfectly adapted to heat.All parts of the caper can be eaten: stems leaves unopened buds and fruits. What to do with the thorns on the stem? When capers are soaked in brine their branches become soft and not at all prickly.Capers are good for health. They contain antioxidants nutrients and help regulate blood sugar levels. Capers often appear on the Cypriot table as part of “xidat” - appetizers made from pickled vegetables. How to pickle capers yourself?First capers need to be soaked in salt water. Twigs flowers or fruits are placed in a jar or vessel with water. For 1.5 liters you need two tablespoons of salt. We keep the plant in the brine for two weeks turning the jar over from time to time. The capers will darken.After two weeks we take out the capers drain them in a colander and place them in another brine. In a jar for 1.5 cups of water there is one tablespoon of salt and 1/2 cup of vinegar. Add a little oil and leave for 3-4 days. After this the capers are ready to eat. Then you can eat them directly or add them to other dishes.The text was prepared based on materials from “Chryses Syndages” On topicResidents of the island know a lot about feasts and love to sit for a long time at a set table with friends at home or in taverns. Cypriot cuisine includes a large number of recipes. We've rounded up 29 popular dishes on the island that are worth trying. Open the selection.Read 0",4
"Is monkeypox a threat to residents of Cyprus?","On August 14 WHO declared a monkeypox emergency of international concern. Cypriot medical facilities are prepared for possible cases of infection and the authorities see no reason to panic.The Cyprus News Agency spoke with the Director of the Medical and Health Services Dr. Elisavet Constantinou.Dr. Constantinou noted that WHO has already declared the spread of monkeypox in Africa as an international emergency in 2022. Since then cases of infection have been recorded in dozens of countries and in Cyprus over these two years five cases were identified and successfully recovered.Elisavet Constantinou also emphasized that Cyprus has the ability to conduct laboratory tests to identify cases of monkeypox there are working protocols for diagnosing and treating patients and there is a sufficient number of vaccines.For the isolation and treatment of cases of smallpox infection the Nicosia State Hospital for Adults and the Nicosia Hospital have been designated since 2022. Archbishop Makarios III for children. Patients with mild or moderate symptoms can be isolated at home and treated outside the hospital.The doctor said that vaccination is recommended for those who plan to travel to countries with a large number of infected people (Congo Nigeria etc.) as well as for those who are involved in the treatment and care of a patient with monkeypox and family members and loved ones of the patient. In principle anyone can get vaccinated.Possible symptoms of the disease:•⁠⁠skin irritations of unknown etiology in any part of the body •⁠⁠and one or more of the following symptoms: high temperature (above 38.5) headache back pain feeling tired swollen lymph nodes; •⁠ ⁠a positive test result for orthopoxvirus; •⁠ ⁠or exposure to a confirmed or probable carrier of the virus within three weeks before the onset of symptoms; •⁠ ⁠or travel to countries where monkeypox is common within three weeks before the onset of symptoms;• ⁠ ⁠or multiple sexual contacts with different partners in the three weeks before the onset of symptoms.Also a likely carrier of the virus may be a person with spots papules blisters pustules crusts and scars who suffers from enlarged lymph nodes and one of the following symptoms: temperature of 38.5 and above headache back pain fatigue.The text was prepared based on materials from Sigma On topicIn 2022 the Ministry of Health issued a protocol on monkeypox. It lists the symptoms of the disease. More details at the link.Read 0",4
"Cyprus ranks second to last in the EU: only 33% of the population read books","The Statistical Office of the European Union has published data on reading levels in European countries for 2022. Depending on the state the figure ranged from 75.2% of residents who read to 29.5%. Cyprus is at the very bottom of the list.Cyprus was in second to last place: only 33.1% of the population read books during the year. In terms of volume read: 21.3% read less than five books 7.1% read from five to nine books and 4.7% read more than ten books.Books are even less popular than in Cyprus in Romania: 29.5% of residents have held a book in their hands during the year. The situation is slightly better in Italy – 35.4% of readers.The most read countries in the EU were Luxembourg (75.2%) Denmark (72.1%) and Estonia (70.7%). The country with the largest share of avid book lovers who read more than ten publications per year was Ireland: such readers make up 25.9% of the country's population.The study showed that women and members of the younger generation read more. Thus in Cyprus 25.2% of men and 39.4% of women read and in the EU on average 60.5% of women and 44.5% of men.Below is an infographic of the statistics.Text and infographics prepared based on Eurostat materials More about CyprusMore details about the situation with reading in Cyprus were revealed here. Read 0",4
"Hotels and restaurants are almost full","More than 80% of hotel beds in Cyprus were occupied last week and in some areas even more than 90%. This level of occupancy is expected to continue until early September.The data is provided by the Cyprus Hoteliers Association.The biggest influence on this influx of customers was the Cypriots who went on vacation this week. Thus a poll on the Sigmalive website shows that about 53.8% were planning to spend the weekend on the island.Local residents equally often choose both coastal hotels and holidays in the mountains. However it has been noticed that restaurant customers have become more careful in their choices and prefer economical options.Tourists are also actively arriving on the island. Hermes Airports the operator of Cyprus airports shared data on passenger traffic at the airports of Larnaca and Paphos. In July 1.5 million people visited Cyprus with even more passengers expected in August. Hermes Airports also reports that 55 airlines currently fly to Cyprus to 156 destinations in 38 countries.The text was prepared based on materials from Sigma Read alsoMore and more establishments are opening in Cyprus where owners can relax with their pets. Here we told you where in every city you can sit with your dog.Read 0",4
